supplier_id,month,otif_percentage,avg_lead_time_days,quality_reject_rate_pct,orders_placed,orders_fulfilled_on_time,fill_rate_pct,capacity_utilization_pct,invoices_submitted,invoices_paid_on_time
SUP-0046,2024-05,67.4,9.3,0.5,12,8,75.6,88.4,12,10
SUP-0046,2024-06,67.56,7.6,4.02,9,6,83.1,86.6,9,7
SUP-0046,2024-07,69.04,9.6,4.89,11,7,75.4,88.2,11,9
SUP-0046,2024-08,70.08,8.4,6.38,9,6,73.1,60.7,9,7
SUP-0046,2024-09,71.78,10.6,0.67,10,7,70.4,87.4,10,9
SUP-0046,2024-10,71.21,8.0,0.67,11,7,82.1,74.7,11,9
SUP-0046,2024-11,71.94,11.1,3.1,15,10,74.2,62.9,15,11
SUP-0046,2024-12,73.27,9.0,4.51,14,10,78.2,88.9,14,10
SUP-0047,2023-01,88.02,4.7,5.48,7,6,88.1,66.9,7,5
SUP-0047,2023-02,90.76,4.4,5.03,12,10,98.5,88.4,12,11
SUP-0047,2023-03,86.97,4.7,1.3,11,9,98.8,70.5,11,9
SUP-0047,2023-04,83.39,4.3,0.74,8,6,92.3,92.2,8,5
SUP-0047,2023-05,79.61,5.2,1.65,11,8,85.4,75.2,11,9
SUP-0047,2023-06,77.06,4.2,2.85,11,8,85.6,71.2,11,8
SUP-0047,2023-07,73.22,5.5,1.99,15,10,87.5,66.3,15,14
SUP-0047,2023-08,70.42,3.8,1.65,9,6,75.2,63.4,9,8
SUP-0047,2023-09,71.7,5.2,2.33,10,7,80.2,94.5,10,7
SUP-0047,2023-10,67.76,4.8,0.49,15,10,74.6,88.2,15,14
SUP-0047,2023-11,62.27,3.7,2.0,14,8,83.0,88.9,14,10
SUP-0047,2023-12,58.34,4.3,2.81,19,11,77.9,90.0,19,14
SUP-0047,2024-01,54.75,4.9,4.07,19,10,85.5,94.2,19,17
SUP-0047,2024-02,53.78,3.6,7.22,12,6,80.2,98.1,12,9
SUP-0047,2024-03,51.45,4.2,6.52,14,7,70.8,96.6,14,13
SUP-0047,2024-04,48.54,6.1,2.3,10,4,73.4,100.0,10,8
SUP-0047,2024-05,47.63,4.0,3.08,8,3,73.3,86.7,8,6
SUP-0047,2024-06,45.1,4.9,2.48,11,4,85.9,90.3,11,7
SUP-0047,2024-07,41.0,4.9,1.38,14,5,77.4,95.5,14,13
SUP-0047,2024-08,37.95,3.5,1.06,10,3,86.1,89.7,10,7
SUP-0047,2024-09,37.1,3.9,0.46,9,3,81.1,96.3,9,8
SUP-0047,2024-10,35.46,4.5,4.39,9,3,76.1,89.2,9,7
SUP-0047,2024-11,33.2,4.1,3.48,15,4,79.8,89.1,15,12
SUP-0047,2024-12,30.0,2.8,4.43,7,2,70.3,95.8,7,5
SUP-0048,2023-01,95.32,28.6,0.45,14,13,98.1,86.5,14,12
SUP-0048,2023-02,95.39,28.4,0.27,7,6,92.4,73.3,7,5
SUP-0048,2023-03,97.77,24.6,10.69,16,15,91.3,69.9,16,13
SUP-0048,2023-04,97.98,28.4,5.69,5,4,92.9,73.4,5,4
SUP-0048,2023-05,98.62,26.5,3.03,13,12,96.7,89.6,13,12
SUP-0048,2023-06,100.0,23.9,1.21,13,13,94.4,85.0,13,12
SUP-0048,2023-07,100.0,25.2,3.92,9,9,89.7,65.6,9,7
SUP-0048,2023-08,100.0,27.6,7.77,11,11,97.6,67.9,11,10
SUP-0048,2023-09,100.0,25.3,2.27,15,15,99.0,75.4,15,12
SUP-0048,2023-10,100.0,26.3,0.1,10,10,94.2,61.7,10,7
SUP-0048,2023-11,100.0,31.0,1.87,10,10,90.6,82.9,10,7
SUP-0048,2023-12,100.0,26.8,0.39,10,10,96.4,89.7,10,7
SUP-0048,2024-01,100.0,24.8,0.82,6,6,93.2,70.6,6,4
SUP-0048,2024-02,100.0,23.1,0.88,17,17,98.8,62.7,17,11
SUP-0048,2024-03,100.0,21.4,3.33,12,12,91.2,81.4,12,9
SUP-0048,2024-04,100.0,20.5,3.37,16,16,92.6,78.0,16,11
SUP-0048,2024-05,100.0,29.6,2.61,10,10,89.6,64.0,10,8
SUP-0048,2024-06,100.0,23.2,0.13,10,10,95.5,92.0,10,7
SUP-0048,2024-07,100.0,25.5,1.94,14,14,90.6,67.9,14,12
SUP-0048,2024-08,100.0,22.4,0.15,11,11,89.5,90.3,11,9
SUP-0048,2024-09,100.0,24.6,5.51,11,11,98.9,85.4,11,8
SUP-0048,2024-10,100.0,29.6,0.1,13,13,95.3,74.6,13,9
SUP-0048,2024-11,100.0,27.2,3.88,15,15,88.5,70.2,15,14
SUP-0048,2024-12,100.0,27.7,2.99,10,10,94.9,70.3,10,8
SUP-0049,2023-01,80.7,10.1,8.27,12,9,90.2,81.1,12,11
SUP-0049,2023-02,77.08,10.4,0.22,6,4,83.4,66.9,6,5
SUP-0049,2023-03,74.42,7.2,1.49,15,11,78.3,68.8,15,11
SUP-0049,2023-04,69.04,8.0,0.88,11,7,77.0,93.2,11,9
SUP-0049,2023-05,66.7,10.3,0.13,18,12,84.6,90.3,18,13
SUP-0049,2023-06,63.18,11.2,0.45,12,7,74.3,90.9,12,10
SUP-0049,2023-07,60.01,6.2,2.88,16,9,82.1,95.6,16,13
SUP-0049,2023-08,58.81,8.6,2.27,11,6,74.7,88.0,11,10
SUP-0049,2023-09,57.4,10.3,0.07,11,6,76.7,98.5,11,9
SUP-0049,2023-10,54.76,9.1,0.64,9,4,73.5,94.6,9,6
SUP-0049,2023-11,53.03,9.5,0.3,15,7,81.3,96.9,15,11
SUP-0049,2023-12,52.6,9.5,3.0,11,5,71.1,98.9,11,10
SUP-0049,2024-01,51.54,9.7,2.59,13,6,80.2,88.7,13,11
SUP-0049,2024-02,53.04,8.1,3.46,13,6,75.8,94.9,13,10
SUP-0049,2024-03,50.47,10.0,7.57,18,9,79.5,93.5,18,14
SUP-0049,2024-04,47.86,9.7,0.92,11,5,70.6,98.9,11,9
SUP-0049,2024-05,46.9,8.0,0.57,16,7,85.4,98.4,16,13
SUP-0049,2024-06,41.66,7.8,3.41,8,3,70.4,92.6,8,7
SUP-0049,2024-07,39.28,7.0,1.91,10,3,70.1,95.8,10,9
SUP-0049,2024-08,37.92,8.5,1.09,22,8,72.6,87.0,22,17
SUP-0049,2024-09,35.67,12.4,1.62,5,1,84.2,92.7,5,4
SUP-0049,2024-10,31.42,7.9,2.34,3,0,74.7,92.9,3,2
SUP-0049,2024-11,30.0,8.5,4.02,20,6,73.4,95.3,20,14
SUP-0049,2024-12,30.0,10.5,1.85,12,3,84.5,95.7,12,9
SUP-0050,2023-01,77.47,44.6,5.92,11,8,83.3,82.3,11,10
SUP-0050,2023-02,74.83,40.1,0.43,13,9,80.5,70.4,13,11
SUP-0050,2023-03,73.09,48.4,9.06,13,9,73.3,67.5,13,11
SUP-0050,2023-04,71.19,50.1,8.55,15,10,79.0,88.4,15,13
SUP-0050,2023-05,68.85,42.2,2.08,9,6,81.9,86.1,9,8
SUP-0050,2023-06,66.25,43.1,7.44,13,8,86.8,97.7,13,9
SUP-0050,2023-07,61.27,53.9,3.82,8,4,81.6,88.5,8,7
SUP-0050,2023-08,60.04,45.0,1.27,15,9,86.6,90.6,15,13
SUP-0050,2023-09,55.88,34.0,2.41,12,6,77.7,89.2,12,8
SUP-0050,2023-10,52.97,36.2,2.73,5,2,85.2,91.8,5,4
SUP-0050,2023-11,48.23,49.7,9.0,8,3,79.0,85.3,8,5
SUP-0050,2023-12,45.81,37.9,4.07,9,4,77.6,94.0,9,6
SUP-0050,2024-01,43.15,36.6,3.11,11,4,80.1,85.6,11,9
SUP-0050,2024-02,42.38,42.6,5.07,12,5,84.6,93.5,12,10
SUP-0050,2024-03,40.76,51.0,3.06,14,5,84.3,96.4,14,10
SUP-0050,2024-04,38.22,43.1,4.41,12,4,80.1,92.1,12,9
SUP-0050,2024-05,35.34,42.2,4.91,17,6,74.9,94.6,17,13
SUP-0050,2024-06,35.49,52.9,3.24,12,4,86.4,88.8,12,8
SUP-0050,2024-07,34.56,38.7,3.47,12,4,71.8,98.6,12,8
SUP-0050,2024-08,33.02,52.1,0.63,9,2,78.6,98.7,9,7
SUP-0050,2024-09,30.0,37.7,1.95,15,4,82.8,98.8,15,13
SUP-0050,2024-10,30.0,45.5,7.54,15,4,81.5,92.5,15,13
SUP-0050,2024-11,30.0,47.4,3.02,14,4,84.0,92.9,14,11
SUP-0050,2024-12,30.0,40.8,18.22,10,3,82.6,91.3,10,8
SUP-0051,2023-01,84.29,11.3,1.11,11,9,88.4,80.8,11,8
SUP-0051,2023-02,84.08,12.1,2.93,13,10,96.5,71.3,13,9
SUP-0051,2023-03,86.46,13.2,4.68,12,10,96.4,89.6,12,10
SUP-0051,2023-04,88.11,11.7,7.45,11,9,93.3,91.2,11,9
SUP-0051,2023-05,90.22,8.6,1.38,13,11,98.3,65.5,13,9
SUP-0051,2023-06,91.1,7.9,2.17,11,10,98.6,73.5,11,8
SUP-0051,2023-07,95.0,14.6,1.36,15,14,95.9,66.5,15,13
SUP-0051,2023-08,98.71,9.0,2.15,14,13,93.0,93.6,14,12
SUP-0051,2023-09,97.13,13.4,1.09,16,15,93.0,76.2,16,15
SUP-0051,2023-10,97.94,13.7,0.6,7,6,91.8,66.4,7,6
SUP-0051,2023-11,99.11,12.5,1.03,11,10,94.6,90.5,11,10
SUP-0051,2023-12,96.86,10.6,3.65,10,9,95.1,84.1,10,7
SUP-0051,2024-01,94.47,11.7,0.5,15,14,93.5,68.0,15,11
SUP-0051,2024-02,95.82,12.4,0.17,20,19,98.8,77.6,20,15
SUP-0051,2024-03,97.33,13.4,3.09,12,11,88.1,71.1,12,9
SUP-0051,2024-04,96.91,6.7,0.86,10,9,97.3,67.4,10,7
SUP-0051,2024-05,95.78,10.1,9.64,9,8,93.2,76.7,9,8
SUP-0051,2024-06,96.2,11.0,2.12,19,18,89.9,69.7,19,17
SUP-0051,2024-07,94.44,13.6,3.34,13,12,92.0,72.4,13,11
SUP-0051,2024-08,92.28,11.3,5.38,14,12,93.4,62.8,14,13
SUP-0051,2024-09,91.23,11.1,3.81,9,8,95.9,70.6,9,6
SUP-0051,2024-10,90.17,8.8,0.39,8,7,88.5,85.5,8,7
SUP-0051,2024-11,86.05,7.7,5.65,12,10,93.2,76.8,12,9
SUP-0051,2024-12,87.11,9.6,1.83,12,10,95.2,81.2,12,9
SUP-0052,2023-01,70.41,44.4,2.45,14,9,71.9,78.5,14,12
SUP-0052,2023-02,66.83,32.7,1.09,10,6,78.8,95.2,10,9
SUP-0052,2023-03,64.23,33.5,8.9,10,6,85.7,87.6,10,9
SUP-0052,2023-04,61.28,38.3,13.03,8,4,84.9,98.4,8,6
SUP-0052,2023-05,56.83,36.6,0.77,11,6,74.0,85.8,11,9
SUP-0052,2023-06,54.75,44.3,8.87,19,10,79.9,98.2,19,18
SUP-0052,2023-07,52.82,36.5,12.88,14,7,81.9,99.9,14,11
SUP-0052,2023-08,51.2,51.5,2.34,11,5,82.8,98.7,11,7
SUP-0052,2023-09,46.52,42.4,5.54,13,6,70.8,99.1,13,11
SUP-0052,2023-10,43.8,42.0,3.9,15,6,70.1,96.9,15,10
SUP-0052,2023-11,41.54,26.1,1.21,14,5,77.8,98.8,14,13
SUP-0052,2023-12,39.93,35.0,9.35,14,5,82.6,86.5,14,12
SUP-0052,2024-01,36.83,36.2,1.22,10,3,74.0,98.7,10,8
SUP-0052,2024-02,31.54,39.0,7.77,16,5,73.4,89.8,16,12
SUP-0052,2024-03,30.0,47.8,5.2,8,2,80.7,87.0,8,7
SUP-0052,2024-04,30.0,35.9,3.98,12,3,72.2,91.7,12,11
SUP-0052,2024-05,30.0,33.9,4.07,8,2,86.3,99.4,8,5
SUP-0052,2024-06,30.0,46.3,1.56,13,3,71.5,89.3,13,12
SUP-0052,2024-07,30.0,41.6,4.48,14,4,84.0,89.6,14,11
SUP-0052,2024-08,30.0,38.7,1.89,11,3,71.8,95.4,11,10
SUP-0052,2024-09,30.0,38.5,1.32,17,5,71.3,86.0,17,15
SUP-0052,2024-10,30.0,41.0,4.05,17,5,74.5,99.0,17,12
SUP-0052,2024-11,30.0,44.5,3.97,12,3,70.6,92.6,12,8
SUP-0052,2024-12,30.0,38.3,2.78,10,3,85.1,91.1,10,7
SUP-0053,2023-01,82.11,26.1,6.75,16,13,90.5,70.3,16,14
SUP-0053,2023-02,81.7,31.9,2.32,14,11,95.5,94.6,14,10
SUP-0053,2023-03,82.6,28.3,6.28,12,9,93.7,79.5,12,10
SUP-0053,2023-04,82.05,43.3,2.37,15,12,93.4,61.8,15,11
SUP-0053,2023-05,82.84,36.3,2.23,12,9,97.2,67.3,12,11
SUP-0053,2023-06,83.49,31.5,0.76,14,11,88.1,85.8,14,10
SUP-0053,2023-07,83.93,32.7,7.34,10,8,90.8,64.8,10,8
SUP-0053,2023-08,82.95,28.9,4.15,12,9,94.6,73.8,12,9
SUP-0053,2023-09,81.64,29.5,4.37,10,8,96.9,90.3,10,9
SUP-0053,2023-10,81.53,25.6,3.37,16,13,89.9,87.3,16,13
SUP-0053,2023-11,81.94,23.3,2.84,12,9,90.5,90.0,12,11
SUP-0053,2023-12,81.36,34.9,13.66,9,7,90.6,88.9,9,7
SUP-0053,2024-01,76.8,32.4,3.02,16,12,82.5,85.8,16,14
SUP-0053,2024-02,72.35,29.5,7.37,6,4,79.2,68.6,6,4
SUP-0053,2024-03,61.7,36.5,2.18,10,6,80.9,85.3,10,7
SUP-0053,2024-04,54.55,34.5,2.36,12,6,85.9,89.2,12,9
SUP-0053,2024-05,43.42,33.1,4.06,15,6,79.8,97.4,15,13
SUP-0053,2024-06,36.64,29.9,12.21,12,4,78.8,94.2,12,10
SUP-0053,2024-07,30.0,34.2,2.72,8,2,83.8,99.5,8,7
SUP-0053,2024-08,30.0,44.1,6.15,10,3,73.5,92.8,10,7
SUP-0053,2024-09,30.0,27.1,11.05,11,3,73.6,90.0,11,9
SUP-0053,2024-10,30.0,31.0,9.03,5,1,84.4,99.5,5,3
SUP-0053,2024-11,30.0,32.4,10.68,15,4,73.5,95.8,15,13
SUP-0053,2024-12,30.0,34.4,3.64,17,5,72.0,95.4,17,12
SUP-0054,2023-01,82.2,20.6,1.88,16,13,93.5,83.1,16,14
SUP-0054,2023-02,83.91,19.7,2.91,19,15,98.8,78.0,19,16
SUP-0054,2023-03,84.69,13.3,1.48,14,11,97.5,94.5,14,11
SUP-0054,2023-04,86.23,21.3,0.59,11,9,89.6,71.6,11,7
SUP-0054,2023-05,87.33,22.2,0.84,12,10,98.3,89.8,12,11
SUP-0054,2023-06,89.39,21.7,0.72,10,8,96.2,80.2,10,9
SUP-0054,2023-07,88.92,18.0,0.41,12,10,88.7,73.2,12,11
SUP-0054,2023-08,90.92,29.6,2.75,14,12,88.7,80.7,14,13
SUP-0054,2023-09,90.28,18.0,4.4,10,9,90.4,68.0,10,7
SUP-0054,2023-10,91.35,21.8,1.08,12,10,96.7,73.9,12,10
SUP-0054,2023-11,92.25,19.0,7.79,16,14,93.5,90.7,16,12
SUP-0054,2023-12,91.01,16.5,0.65,10,9,98.7,77.5,10,9
SUP-0054,2024-01,93.29,25.0,4.68,17,15,93.9,74.8,17,14
SUP-0054,2024-02,94.83,20.7,1.04,18,17,92.7,73.7,18,16
SUP-0054,2024-03,97.72,22.2,0.18,10,9,95.2,92.2,10,9
SUP-0054,2024-04,99.8,22.3,2.62,15,14,98.8,74.0,15,12
SUP-0054,2024-05,100.0,14.6,3.33,11,11,92.1,72.0,11,8
SUP-0054,2024-06,100.0,20.7,5.0,8,8,88.8,82.2,8,6
SUP-0054,2024-07,99.74,20.8,2.85,6,5,91.2,69.1,6,4
SUP-0054,2024-08,100.0,17.8,0.1,4,4,96.8,72.8,4,3
SUP-0054,2024-09,100.0,21.2,1.55,16,16,88.1,91.8,16,14
SUP-0054,2024-10,100.0,19.4,0.53,10,10,96.2,85.6,10,9
SUP-0054,2024-11,98.81,15.4,5.02,7,6,88.3,90.0,7,6
SUP-0054,2024-12,100.0,30.9,1.04,9,9,96.9,82.8,9,8
SUP-0055,2023-01,81.29,24.0,2.52,16,13,89.8,92.8,16,11
SUP-0055,2023-02,81.23,21.8,3.13,10,8,97.7,72.3,10,9
SUP-0055,2023-03,83.29,20.6,3.12,11,9,93.3,91.5,11,10
SUP-0055,2023-04,81.58,19.4,0.08,13,10,93.6,89.8,13,10
SUP-0055,2023-05,82.45,24.6,0.59,13,10,97.5,90.6,13,9
SUP-0055,2023-06,83.4,22.2,6.75,8,6,93.1,76.8,8,5
SUP-0055,2023-07,83.15,22.8,0.02,7,5,88.6,63.5,7,5
SUP-0055,2023-08,85.34,16.5,1.3,12,10,98.3,87.9,12,11
SUP-0055,2023-09,82.27,27.8,2.27,11,9,98.2,62.5,11,8
SUP-0055,2023-10,82.65,19.7,3.62,8,6,95.0,65.1,8,7
SUP-0055,2023-11,84.36,22.3,1.44,11,9,89.6,94.0,11,8
SUP-0055,2023-12,85.93,18.3,1.19,7,6,93.6,77.2,7,5
SUP-0055,2024-01,88.1,18.9,0.97,13,11,95.0,75.0,13,11
SUP-0055,2024-02,87.98,24.2,1.1,8,7,98.8,84.8,8,5
SUP-0055,2024-03,86.37,23.0,5.03,18,15,92.3,87.2,18,15
SUP-0055,2024-04,86.13,21.1,2.18,22,18,88.9,81.2,22,18
SUP-0055,2024-05,84.68,19.0,0.02,7,5,96.5,74.0,7,5
SUP-0055,2024-06,85.67,20.3,0.31,11,9,90.6,78.8,11,10
SUP-0055,2024-07,84.46,18.0,1.73,7,5,88.2,79.3,7,5
SUP-0055,2024-08,84.51,22.9,0.75,11,9,94.5,79.2,11,9
SUP-0055,2024-09,84.32,19.0,1.51,10,8,90.3,92.9,10,7
SUP-0055,2024-10,83.67,20.1,0.04,12,10,90.1,63.1,12,10
SUP-0055,2024-11,84.61,23.5,2.5,13,10,96.7,70.0,13,12
SUP-0055,2024-12,83.85,20.7,6.99,13,10,90.5,95.0,13,11
SUP-0056,2023-01,93.34,29.0,1.57,12,11,97.3,77.4,12,10
SUP-0056,2023-02,92.69,24.1,1.49,10,9,89.4,68.0,10,7
SUP-0056,2023-03,92.86,25.8,1.08,13,12,92.5,60.6,13,10
SUP-0056,2023-04,93.12,21.0,6.47,11,10,92.8,61.8,11,8
SUP-0056,2023-05,91.45,33.9,0.09,10,9,98.5,62.3,10,8
SUP-0056,2023-06,92.2,18.8,0.66,15,13,98.0,71.3,15,12
SUP-0056,2023-07,93.62,24.5,0.36,8,7,98.4,64.9,8,5
SUP-0056,2023-08,93.63,26.3,2.02,8,7,98.1,66.3,8,7
SUP-0056,2023-09,93.79,25.8,0.27,18,16,92.0,94.6,18,17
SUP-0056,2023-10,94.65,23.9,5.21,13,12,88.2,80.3,13,9
SUP-0056,2023-11,95.58,26.5,1.15,11,10,94.0,71.2,11,9
SUP-0056,2023-12,94.79,23.2,2.87,15,14,95.7,62.2,15,10
SUP-0056,2024-01,96.72,23.7,1.05,8,7,89.7,75.8,8,7
SUP-0056,2024-02,95.08,22.3,3.66,14,13,93.1,91.2,14,13
SUP-0056,2024-03,94.99,24.5,4.81,10,9,88.9,74.8,10,9
SUP-0056,2024-04,92.94,23.7,0.7,9,8,95.6,93.7,9,7
SUP-0056,2024-05,92.5,19.8,1.94,11,10,89.5,69.3,11,8
SUP-0056,2024-06,91.66,26.2,7.89,10,9,88.4,62.6,10,7
SUP-0056,2024-07,93.82,16.3,0.32,12,11,94.5,81.9,12,9
SUP-0056,2024-08,94.59,14.8,0.38,11,10,93.9,73.5,11,8
SUP-0056,2024-09,92.32,30.3,3.68,14,12,92.1,94.5,14,13
SUP-0056,2024-10,92.82,22.1,0.33,12,11,88.6,60.2,12,9
SUP-0056,2024-11,93.76,23.9,0.82,11,10,88.4,60.3,11,8
SUP-0056,2024-12,94.28,23.8,5.49,6,5,98.1,88.3,6,5
SUP-0057,2023-01,92.6,9.2,1.59,7,6,91.5,79.6,7,6
SUP-0057,2023-02,94.73,10.8,3.79,10,9,94.7,67.6,10,7
SUP-0057,2023-03,95.47,10.9,1.87,9,8,94.0,88.7,9,8
SUP-0057,2023-04,97.27,10.9,0.07,12,11,98.6,76.8,12,9
SUP-0057,2023-05,97.0,9.0,9.49,19,18,94.3,81.6,19,16
SUP-0057,2023-06,96.79,6.9,2.78,13,12,88.4,90.6,13,9
SUP-0057,2023-07,97.42,12.5,3.76,5,4,92.7,64.3,5,4
SUP-0057,2023-08,97.67,12.2,0.26,15,14,88.1,74.1,15,12
SUP-0057,2023-09,98.22,8.1,3.86,12,11,92.3,74.1,12,9
SUP-0057,2023-10,100.0,9.8,2.47,7,7,89.1,76.4,7,6
SUP-0057,2023-11,100.0,8.8,0.21,8,8,96.3,82.6,8,5
SUP-0057,2023-12,100.0,8.0,1.53,10,10,90.9,89.7,10,7
SUP-0057,2024-01,100.0,10.2,6.92,14,14,91.9,72.7,14,11
SUP-0057,2024-02,100.0,7.7,0.14,14,14,88.0,68.4,14,9
SUP-0057,2024-03,100.0,12.0,3.47,20,20,94.7,84.2,20,14
SUP-0057,2024-04,100.0,12.1,1.37,9,9,92.0,65.8,9,6
SUP-0057,2024-05,100.0,9.6,2.41,12,12,93.0,82.7,12,8
SUP-0057,2024-06,100.0,7.5,1.48,14,14,92.8,65.9,14,13
SUP-0057,2024-07,99.6,11.9,1.48,13,12,97.4,65.3,13,11
SUP-0057,2024-08,99.81,6.5,0.22,11,10,97.9,76.7,11,9
SUP-0057,2024-09,100.0,8.1,3.39,14,14,92.0,69.6,14,10
SUP-0057,2024-10,100.0,9.9,0.03,9,9,90.2,74.9,9,6
SUP-0057,2024-11,100.0,10.7,1.21,11,11,94.6,91.1,11,9
SUP-0057,2024-12,100.0,10.4,0.57,10,10,98.2,77.0,10,9
SUP-0058,2023-01,86.77,31.7,3.16,12,10,97.4,74.3,12,11
SUP-0058,2023-02,87.99,45.8,1.73,12,10,91.4,78.6,12,8
SUP-0058,2023-03,86.75,31.3,8.34,11,9,97.3,75.0,11,9
SUP-0058,2023-04,91.07,20.3,1.86,9,8,88.4,75.2,9,6
SUP-0058,2023-05,93.11,26.6,6.12,13,12,93.9,85.1,13,9
SUP-0058,2023-06,94.55,36.5,1.91,10,9,89.9,73.1,10,8
SUP-0058,2023-07,94.68,32.5,9.81,7,6,94.9,76.9,7,5
SUP-0058,2023-08,94.1,39.0,4.01,10,9,93.0,65.3,10,8
SUP-0058,2023-09,93.52,40.5,4.93,11,10,90.7,62.6,11,9
SUP-0058,2023-10,93.01,38.6,4.14,16,14,88.9,69.6,16,11
SUP-0058,2023-11,94.3,28.8,1.37,8,7,88.1,74.4,8,7
SUP-0058,2023-12,94.05,50.2,9.86,13,12,88.8,70.5,13,10
SUP-0058,2024-01,92.13,39.8,5.18,11,10,90.3,68.8,11,9
SUP-0058,2024-02,91.57,44.7,2.16,7,6,88.1,79.6,7,6
SUP-0058,2024-03,91.36,30.1,4.73,11,10,98.3,60.4,11,10
SUP-0058,2024-04,90.72,33.3,4.13,10,9,98.8,61.4,10,9
SUP-0058,2024-05,89.23,34.4,3.12,10,8,92.1,87.2,10,8
SUP-0058,2024-06,89.84,43.1,8.28,17,15,91.6,77.6,17,15
SUP-0058,2024-07,91.25,40.6,1.36,20,18,97.0,66.1,20,17
SUP-0058,2024-08,92.35,27.6,0.85,11,10,97.1,73.1,11,9
SUP-0058,2024-09,92.29,31.1,2.77,13,11,90.0,93.1,13,9
SUP-0058,2024-10,92.32,29.6,6.61,11,10,92.1,69.9,11,10
SUP-0058,2024-11,92.93,33.1,0.51,8,7,93.6,81.8,8,5
SUP-0058,2024-12,91.44,28.5,1.75,15,13,96.1,84.5,15,11
SUP-0059,2023-01,79.72,14.0,3.45,10,7,85.7,82.7,10,7
SUP-0059,2023-02,78.44,16.1,1.72,9,7,70.9,66.1,9,7
SUP-0059,2023-03,76.25,10.1,4.39,10,7,72.7,73.3,10,8
SUP-0059,2023-04,66.41,14.1,2.94,11,7,86.8,96.2,11,10
SUP-0059,2023-05,67.64,12.1,3.56,12,8,72.8,97.0,12,10
SUP-0059,2023-06,72.97,14.7,0.52,14,10,71.6,73.5,14,12
SUP-0059,2023-07,69.7,12.7,3.39,9,6,87.0,88.3,9,7
SUP-0059,2023-08,71.28,10.9,4.68,13,9,79.5,85.8,13,11
SUP-0059,2023-09,74.35,12.7,0.78,17,12,76.8,92.7,17,15
SUP-0059,2023-10,63.35,12.8,4.01,15,9,86.7,90.4,15,14
SUP-0059,2023-11,52.94,14.0,0.06,13,6,86.4,87.0,13,12
SUP-0059,2023-12,57.7,11.6,0.52,15,8,71.1,85.4,15,14
SUP-0059,2024-01,58.76,11.4,1.01,4,2,70.4,87.5,4,3
SUP-0059,2024-02,54.46,11.5,1.5,8,4,83.1,85.2,8,6
SUP-0059,2024-03,55.63,10.4,0.59,10,5,81.7,92.6,10,8
SUP-0059,2024-04,56.34,11.8,1.2,10,5,73.0,96.5,10,8
SUP-0059,2024-05,63.08,12.1,1.88,13,8,70.5,87.1,13,11
SUP-0059,2024-06,53.68,9.3,4.69,14,7,72.6,99.9,14,10
SUP-0059,2024-07,67.46,11.2,0.92,10,6,75.5,89.1,10,8
SUP-0059,2024-08,66.18,14.4,1.54,10,6,78.9,87.1,10,7
SUP-0059,2024-09,58.77,11.1,5.7,14,8,77.5,87.0,14,12
SUP-0059,2024-10,57.69,11.4,14.26,3,1,86.4,92.5,3,2
SUP-0059,2024-11,48.08,9.6,0.32,13,6,84.6,97.6,13,10
SUP-0059,2024-12,50.7,14.2,3.3,11,5,83.8,85.8,11,7
SUP-0060,2023-01,87.45,20.2,2.48,11,9,93.7,66.1,11,7
SUP-0060,2023-02,89.83,15.7,0.71,12,10,96.4,81.1,12,9
SUP-0060,2023-03,90.45,15.8,1.28,15,13,93.3,77.1,15,11
SUP-0060,2023-04,91.12,21.2,4.99,7,6,89.0,86.2,7,6
SUP-0060,2023-05,92.18,14.1,0.47,13,11,94.5,83.3,13,10
SUP-0060,2023-06,92.2,14.2,1.44,12,11,88.1,74.3,12,8
SUP-0060,2023-07,91.7,12.8,3.67,14,12,97.3,72.0,14,11
SUP-0060,2023-08,93.51,15.0,2.41,14,13,91.4,67.5,14,10
SUP-0060,2023-09,94.16,13.7,3.34,7,6,98.5,75.1,7,5
SUP-0060,2023-10,94.91,17.2,2.02,17,16,97.3,75.9,17,13
SUP-0060,2023-11,96.77,15.2,6.81,19,18,97.3,92.9,19,17
SUP-0060,2023-12,97.62,16.9,0.84,7,6,94.5,63.7,7,6
SUP-0060,2024-01,97.7,13.8,2.69,8,7,91.6,80.5,8,7
SUP-0060,2024-02,99.53,15.2,2.47,15,14,92.8,67.0,15,12
SUP-0060,2024-03,100.0,17.6,3.8,18,18,93.7,76.0,18,16
SUP-0060,2024-04,100.0,15.0,0.51,10,10,90.5,80.6,10,8
SUP-0060,2024-05,100.0,20.9,8.85,14,14,91.3,75.6,14,10
SUP-0060,2024-06,99.72,16.1,2.51,18,17,90.8,95.0,18,15
SUP-0060,2024-07,100.0,16.9,3.98,10,10,93.0,63.9,10,7
SUP-0060,2024-08,99.79,15.9,0.63,11,10,96.5,88.1,11,7
SUP-0060,2024-09,100.0,19.1,1.17,7,7,96.2,86.6,7,6
SUP-0060,2024-10,98.85,16.5,3.04,12,11,92.0,77.0,12,10
SUP-0060,2024-11,100.0,15.4,5.49,9,9,88.5,71.4,9,6
SUP-0060,2024-12,99.3,15.4,0.34,18,17,95.1,80.0,18,17
SUP-0061,2023-01,90.57,32.6,9.39,13,11,97.7,72.8,13,10
SUP-0061,2023-02,94.64,40.3,0.11,7,6,89.1,79.0,7,6
SUP-0061,2023-03,94.27,40.3,10.37,15,14,97.1,91.5,15,14
